# Interval times for variable: Distance
# Criterion: var lowbound :0[R_V]
# Criterion: var upbound  :4[R_V]
     12.090100010000     12.090102010000
     12.090123230000     12.090202010000
     12.090223230000     12.090302010000
     12.090323230000     12.090402000000
     12.090423220000     12.090502000000
     12.090523220000     12.090602000000
     12.090623220000     12.090701590000
     12.090723220000     12.090801590000
     12.090823210000     12.090901590000
     12.090923190000     12.091001556000
     12.091023176000     12.091101570000
     12.091123210000     12.091201590000
     12.091223230000     12.091302020000
     12.091323260000     12.091402040000
     12.091423276000     12.091502056000
     12.091523300000     12.091602090000
     12.091623330000     12.091702110000
     12.091723350000     12.091802130000
     12.091823370000     12.091902160000
     12.091923396000     12.092002176000
     12.092023420000     12.092102200000
     12.092123440000     12.092202230000
     12.092223470000     12.092302250000
     12.092323490000     12.092402270000
     12.092423506000     12.092502300000
     12.092523540000     12.092602320000
     12.092623560000     12.092702340000
     12.092723580000     12.092802370000
     12.092900010000     12.092902386000
